waypoint,joint0_desired,joint0_actual,joint1_desired,joint1_actual,joint2_desired,joint2_actual,joint3_desired,joint3_actual,joint4_desired,joint4_actual,joint5_desired,joint5_actual,joint_error,ee_error,clearance
61,1.9225,1.9225479692116496,-1.2217,-1.2217932534526443,2.3999333333333333,2.400300194498991,-2.9093666666666667,-2.9094057787699255,-1.5770333333333333,-1.5770351876660056,0.0,-2.900767830333185e-09,0.00015658733545180292,0.000167,0.05
62,1.905,1.9050116809098232,-1.1913666666666665,-1.1914129968768605,2.3548999999999998,2.355044897821683,-2.8868333333333336,-2.88685324936127,-1.5754,-1.5754010688804503,0.0,-2.8322247587529463e-09,6.281732967066532e-05,6.3e-05,0.015
63,1.8966666666666667,1.8967520257599337,-1.1654666666666669,-1.1658798716234484,2.3296666666666668,2.330049676100055,-2.867033333333333,-2.867274056516982,-1.5736999999999999,-1.5737173326590832,0.0,-8.876103069360841e-08,0.0002526423088320343,0.000178,0.015
64,1.8963666666666665,1.8963765305701448,-1.1440333333333335,-1.1447909668955272,2.3249999999999997,2.325129271594573,-2.851366666666667,-2.851773895846835,-1.5721999999999998,-1.5722388425542821,0.0,-3.5031541811745566e-09,0.00035547184734603725,0.000333,0.015
65,1.8961333333333332,1.896139557576143,-1.1217333333333335,-1.122568203411239,2.320266666666667,2.3203911491802023,-2.839166666666667,-2.839489411733679,-1.571,-1.5710317129618532,0.0,-1.6433177397527556e-09,0.0003691686097592623,0.000359,0.015
66,1.895933333333333,1.895938600277668,-1.0987,-1.0995862822466076,2.3154666666666666,2.315592731945644,-2.830166666666667,-2.8304053289403823,-1.5700666666666667,-1.570091361254005,0.0,-1.215825311244954e-08,0.00037837061187957646,0.000373,0.015
67,1.8957999999999997,1.895803445115417,-1.075,-1.0759316679295705,2.3106,2.310727801842851,-2.8241,-2.8242614164208737,-1.5693666666666666,-1.5693851327785129,0.0,-1.0181157280006998e-07,0.0003896037686818635,0.000386,0.015
68,1.8957333333333333,1.8957340007406225,-1.0507,-1.0510888995472036,2.3056,2.3056525017448872,-2.8207,-2.82073646890415,-1.5688666666666666,-1.5688719344958455,0.0,-5.120174895509734e-08,0.00016091274554846607,0.000159,0.015
69,1.8956666666666664,1.8956673276447193,-1.0259,-1.0262878812026817,2.3004666666666664,2.300519764955803,-2.8197666666666663,-2.819776597441578,-1.5685333333333331,-1.5685367777846744,0.0,-2.903988828124658e-08,0.00015988651077857333,0.000156,0.015
70,1.8956333333333333,1.895633658986579,-1.0006333333333333,-1.0010329550865351,2.2951333333333332,2.2951884860825897,-2.8210333333333337,-2.8210204643578023,-1.5683666666666667,-1.5683683909539652,0.0,-2.287543356595622e-08,0.00016477664764457617,0.000159,0.015
